time,bev0,bev0,bev0,bev0,bev0,bev0,bev1,bev1,bev1,bev1,bev1,bev1,bev10,bev10,bev10,bev10,bev10,bev10,bev11,bev11,bev11,bev11,bev11,bev11,bev12,bev12,bev12,bev12,bev12,bev12,bev13,bev13,bev13,bev13,bev13,bev13,bev14,bev14,bev14,bev14,bev14,bev14,bev15,bev15,bev15,bev15,bev15,bev15,bev16,bev16,bev16,bev16,bev16,bev16,bev17,bev17,bev17,bev17,bev17,bev17,bev2,bev2,bev2,bev2,bev2,bev2,bev3,bev3,bev3,bev3,bev3,bev3,bev4,bev4,bev4,bev4,bev4,bev4,bev5,bev5,bev5,bev5,bev5,bev5,bev6,bev6,bev6,bev6,bev6,bev6,bev7,bev7,bev7,bev7,bev7,bev7,bev8,bev8,bev8,bev8,bev8,bev8,bev9,bev9,bev9,bev9,bev9,bev9
time,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist,atbase,dsoc,consumption,atac,atdc,tour_dist
2021-09-10 05:15:00+02:00,True,0,0.0,False,False,0.0,False,0,66634.88077451504,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 05:30:00+02:00,True,0,0.0,False,False,0.0,False,0,47168.83305385597,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 05:45:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 06:00:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 06:15:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 06:30:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 06:45:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 07:00:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 07:15:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 07:30:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 07:45:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 08:00:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 08:15:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 08:30:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
2021-09-10 08:45:00+02:00,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0,True,0,0.0,False,False,0.0
