time,power_w
2025-01-04 05:30:00+0100,23893.1640625
2025-01-04 05:45:00+0100,30191.240234375
2025-01-04 06:00:00+0100,39672.109375
2025-01-04 06:15:00+0100,30154.43359375
2025-01-04 06:30:00+0100,29101.306640625
2025-01-04 06:45:00+0100,28977.861328125
2025-01-04 07:00:00+0100,29549.884765625
2025-01-04 07:15:00+0100,38910.75390625
2025-01-04 07:30:00+0100,39546.5390625
2025-01-04 07:45:00+0100,44169.15234375
2025-01-04 08:00:00+0100,42163.15625
2025-01-04 08:15:00+0100,45255.4375
2025-01-04 08:30:00+0100,40846.7734375
2025-01-04 08:45:00+0100,37735.734375
2025-01-04 09:00:00+0100,38820.7421875
2025-01-04 09:15:00+0100,39374.16015625
2025-01-04 09:30:00+0100,38401.2578125
2025-01-04 09:45:00+0100,40040.96484375
2025-01-04 10:00:00+0100,37779.9921875
2025-01-04 10:15:00+0100,40092.9453125
2025-01-04 10:30:00+0100,42310.0390625
2025-01-04 10:45:00+0100,42809.6328125
2025-01-04 11:00:00+0100,42040.93359375
2025-01-04 11:15:00+0100,44310.59375
2025-01-04 11:30:00+0100,35970.2109375
2025-01-04 11:45:00+0100,39509.1328125
2025-01-04 12:00:00+0100,44106.25390625
2025-01-04 12:15:00+0100,41681.90234375
2025-01-04 12:30:00+0100,43357.84375
2025-01-04 12:45:00+0100,44641.265625
2025-01-04 13:00:00+0100,43921.62109375
2025-01-04 13:15:00+0100,43610.80859375
2025-01-04 13:30:00+0100,42242.6953125
2025-01-04 13:45:00+0100,40847.80078125
2025-01-04 14:00:00+0100,40787.0078125
2025-01-04 14:15:00+0100,38191.93359375
2025-01-04 14:30:00+0100,41205.265625
2025-01-04 14:45:00+0100,41496.62109375
2025-01-04 15:00:00+0100,43580.375
2025-01-04 15:15:00+0100,42765.7890625
2025-01-04 15:30:00+0100,42699.609375
2025-01-04 15:45:00+0100,41198.36328125
2025-01-04 16:00:00+0100,40816.109375
2025-01-04 16:15:00+0100,37697.36328125
2025-01-04 16:30:00+0100,41180.16015625
2025-01-04 16:45:00+0100,43960.61328125
2025-01-04 17:00:00+0100,44262.53515625
2025-01-04 17:15:00+0100,43901.65234375
2025-01-04 17:30:00+0100,38390.0859375
2025-01-04 17:45:00+0100,40205.62109375
2025-01-04 18:00:00+0100,38869.50390625
2025-01-04 18:15:00+0100,33248.9921875
2025-01-04 18:30:00+0100,31720.025390625
2025-01-04 18:45:00+0100,29053.958984375
2025-01-04 19:00:00+0100,36360.62109375
2025-01-04 19:15:00+0100,27492.392578125
2025-01-04 19:30:00+0100,27754.705078125
2025-01-04 19:45:00+0100,29023.4453125
2025-01-04 20:00:00+0100,28620.646484375
2025-01-04 20:15:00+0100,17362.1015625
2025-01-04 20:30:00+0100,14860.8232421875
2025-01-04 20:45:00+0100,20246.68359375
2025-01-04 21:00:00+0100,12211.5595703125
2025-01-04 21:15:00+0100,20346.80078125
2025-01-04 21:30:00+0100,14324.80859375
2025-01-04 21:45:00+0100,19162.115234375
2025-01-04 22:00:00+0100,16780.43359375
2025-01-04 22:15:00+0100,14673.927734375
2025-01-04 22:30:00+0100,24285.4921875
2025-01-04 22:45:00+0100,13645.0
2025-01-04 23:00:00+0100,20374.310546875
2025-01-04 23:15:00+0100,16177.7314453125
2025-01-04 23:30:00+0100,15775.4638671875
2025-01-04 23:45:00+0100,18152.796875
2025-01-05 00:00:00+0100,13638.333984375
2025-01-05 00:15:00+0100,18245.287109375
2025-01-05 00:30:00+0100,14357.01953125
2025-01-05 00:45:00+0100,23659.43359375
2025-01-05 01:00:00+0100,14311.275390625
2025-01-05 01:15:00+0100,24960.6640625
2025-01-05 01:30:00+0100,22053.24609375
2025-01-05 01:45:00+0100,14921.7763671875
2025-01-05 02:00:00+0100,19570.486328125
2025-01-05 02:15:00+0100,16541.326171875
2025-01-05 02:30:00+0100,15627.625
2025-01-05 02:45:00+0100,21271.17578125
2025-01-05 03:00:00+0100,18208.1640625
2025-01-05 03:15:00+0100,24723.8125
2025-01-05 03:30:00+0100,24999.89453125
2025-01-05 03:45:00+0100,33483.19921875
2025-01-05 04:00:00+0100,25573.05859375
2025-01-05 04:15:00+0100,29409.2734375
2025-01-05 04:30:00+0100,42041.765625
2025-01-05 04:45:00+0100,23370.140625
2025-01-05 05:00:00+0100,31164.693359375
2025-01-05 05:15:00+0100,39726.44140625
2025-01-05 05:30:00+0100,39044.55078125
2025-01-05 05:45:00+0100,34658.50390625
2025-01-05 06:00:00+0100,32979.65234375
2025-01-05 06:15:00+0100,36823.6328125
2025-01-05 06:30:00+0100,45880.37109375
2025-01-05 06:45:00+0100,31580.205078125
2025-01-05 07:00:00+0100,37198.0546875
2025-01-05 07:15:00+0100,54869.109375
2025-01-05 07:30:00+0100,47494.4609375
2025-01-05 07:45:00+0100,49685.95703125
2025-01-05 08:00:00+0100,46466.47265625
2025-01-05 08:15:00+0100,40927.21875
2025-01-05 08:30:00+0100,62385.5078125
2025-01-05 08:45:00+0100,49977.1328125
2025-01-05 09:00:00+0100,43735.4765625
2025-01-05 09:15:00+0100,54853.21875
2025-01-05 09:30:00+0100,50599.8671875
2025-01-05 09:45:00+0100,48979.859375
2025-01-05 10:00:00+0100,49130.328125
2025-01-05 10:15:00+0100,39363.55859375
2025-01-05 10:30:00+0100,50664.21484375
2025-01-05 10:45:00+0100,46760.390625
2025-01-05 11:00:00+0100,47684.390625
2025-01-05 11:15:00+0100,52384.32421875
2025-01-05 11:30:00+0100,44699.21875
2025-01-05 11:45:00+0100,41860.828125
2025-01-05 12:00:00+0100,41256.87890625
2025-01-05 12:15:00+0100,40323.33203125
2025-01-05 12:30:00+0100,48542.79296875
2025-01-05 12:45:00+0100,45488.29296875
2025-01-05 13:00:00+0100,45592.5078125
2025-01-05 13:15:00+0100,48935.8046875
2025-01-05 13:30:00+0100,50641.0390625
2025-01-05 13:45:00+0100,43614.4921875
2025-01-05 14:00:00+0100,40791.79296875
2025-01-05 14:15:00+0100,35780.5078125
2025-01-05 14:30:00+0100,37713.10546875
2025-01-05 14:45:00+0100,38138.7578125
2025-01-05 15:00:00+0100,38262.56640625
2025-01-05 15:15:00+0100,42849.12109375
2025-01-05 15:30:00+0100,40405.375
2025-01-05 15:45:00+0100,47973.359375
2025-01-05 16:00:00+0100,41473.84375
2025-01-05 16:15:00+0100,54780.5390625
2025-01-05 16:30:00+0100,41865.49609375
2025-01-05 16:45:00+0100,39493.84375
2025-01-05 17:00:00+0100,42932.2421875
2025-01-05 17:15:00+0100,37761.890625
2025-01-05 17:30:00+0100,35561.453125
2025-01-05 17:45:00+0100,32691.875000000004
2025-01-05 18:00:00+0100,34521.9453125
2025-01-05 18:15:00+0100,32599.593749999996
2025-01-05 18:30:00+0100,25959.30078125
2025-01-05 18:45:00+0100,26502.4375
2025-01-05 19:00:00+0100,26662.701171875
2025-01-05 19:15:00+0100,30914.716796875
2025-01-05 19:30:00+0100,30686.443359375
2025-01-05 19:45:00+0100,32039.367187499996
2025-01-05 20:00:00+0100,29899.9296875
2025-01-05 20:15:00+0100,13301.8603515625
2025-01-05 20:30:00+0100,23322.4921875
2025-01-05 20:45:00+0100,13036.404296875
2025-01-05 21:00:00+0100,20893.583984375
2025-01-05 21:15:00+0100,17256.208984375
2025-01-05 21:30:00+0100,20784.853515625
2025-01-05 21:45:00+0100,15051.9091796875
2025-01-05 22:00:00+0100,20499.259765625
2025-01-05 22:15:00+0100,18237.11328125
2025-01-05 22:30:00+0100,15760.3271484375
2025-01-05 22:45:00+0100,18284.919921875
2025-01-05 23:00:00+0100,14822.9111328125
2025-01-05 23:15:00+0100,19771.388671875
2025-01-05 23:30:00+0100,12745.375
2025-01-05 23:45:00+0100,20422.28515625
2025-01-06 00:00:00+0100,11204.9462890625
2025-01-06 00:15:00+0100,21019.783203125
2025-01-06 00:30:00+0100,12916.0693359375
2025-01-06 00:45:00+0100,21081.462890625
2025-01-06 01:00:00+0100,14860.3486328125
2025-01-06 01:15:00+0100,21280.25390625
2025-01-06 01:30:00+0100,15729.6435546875
2025-01-06 01:45:00+0100,15410.3857421875
2025-01-06 02:00:00+0100,19809.48046875
2025-01-06 02:15:00+0100,11493.673828125
2025-01-06 02:30:00+0100,22184.69921875
